,Rk,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Passes_in_Gameflow,Passes_Out_of_Gameflow,Freekick,Throughball,40_yds_pass,Crosses,Corner_Kicks,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Straight,Passes_Offside,Passes_Blocked,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,League
7962764,141,Domen Črnigoj,SI,MF,MF,Salernitana,26,1995,8,3,0,7,1,1,2,50.0,1,9,1,8,9,17,6,0,79,111,71.2,1189,263,42,55,76.4,31,36,86.1,4,10,40.0,0,0.4,0.6,-0.4,2,8,0,0,3,110,1,1,0,0,0,0,0,0,0,0,4,160,5,36,95,32,6,160,4,2,50.0,2,50.0,255,71,2,1,13,1,89,9,6,1.83,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Serie A
7962765,142,Juan Cuadrado,CO,DF,FW,Juventus,34,1988,50,34,34,13,3,27,65,41.5,38,15,2,13,24,74,32,0,1113,1323,84.1,21481,5507,468,520,90.0,460,526,87.5,170,231,73.6,3,2.7,2.3,+0.3,42,62,24,10,92,1126,193,29,0,28,83,36,12,21,0,4,17,1581,41,400,758,433,50,1581,59,25,42.4,22,37.3,4703,2541,35,20,35,14,1057,125,78,3.38,43,20,5,3,7,0,6,0.26,2,2,0,0,2,0,Serie A
7962766,143,Mickaël Cuisance,FR,MF,MF,Sampdoria,22,1999,13,10,7,5,1,5,23,21.7,18,10,0,10,5,18,4,0,176,223,78.9,3034,819,81,87,93.1,69,82,84.1,20,40,50.0,0,0.7,0.6,-0.7,6,13,8,0,23,201,22,10,3,5,20,7,4,3,0,0,6,290,10,48,138,109,11,290,12,8,66.7,3,25.0,950,386,14,3,15,16,179,31,12,1.75,8,1,2,0,1,0,0,0.00,0,0,0,0,0,0,Serie A
7962767,144,Marco D'Alessandro,IT,DF,FW,Monza,31,1991,4,4,3,1,0,2,5,40.0,3,2,0,2,1,5,3,0,79,115,68.7,1182,302,50,57,87.7,23,36,63.9,4,9,44.4,0,0.2,0.1,-0.2,3,4,0,0,3,100,14,2,0,0,13,0,0,0,0,1,3,141,1,37,55,52,10,141,5,1,20.0,3,60.0,713,329,4,5,4,5,89,19,8,2.49,7,0,0,0,1,0,1,0.31,1,0,0,0,0,0,Serie A
7962768,145,Danilo D'Ambrosio,IT,DF,DF,Inter,33,1988,25,17,17,7,1,15,27,55.6,12,12,4,8,10,35,17,0,493,557,88.5,8396,2823,212,222,95.5,246,270,91.1,26,51,51.0,2,0.7,0.6,+1.3,7,26,5,1,34,530,26,13,0,2,9,0,0,0,0,1,2,635,58,303,269,64,12,635,6,1,16.7,3,50.0,1843,988,7,2,7,2,467,17,17,2.09,14,0,1,1,1,0,2,0.25,2,0,0,0,0,0,Serie A
7962769,146,Luca D'Andrea,IT,FW,FW,Sassuolo,17,2004,4,0,2,1,1,1,4,25.0,3,2,0,2,1,5,1,0,61,84,72.6,896,334,32,42,76.2,24,31,77.4,3,6,50.0,1,0.8,0.4,+0.2,10,6,3,2,9,80,4,0,1,0,7,3,0,0,0,0,1,129,0,17,61,53,12,129,12,4,33.3,6,50.0,535,314,4,5,11,7,91,29,16,4.56,12,1,2,1,0,0,1,0.28,1,0,0,0,0,0,Serie A
7962770,147,Flavius Daniliuc,AT,DF,DF,Salernitana,21,2001,57,29,37,17,3,26,47,55.3,21,30,13,17,29,86,76,0,969,1127,86.0,18211,7113,377,415,90.8,475,524,90.6,101,153,66.0,2,0.5,0.2,+1.5,7,56,2,0,70,1078,46,37,0,10,0,0,0,0,0,3,11,1374,200,757,572,58,16,1374,5,2,40.0,3,60.0,3691,1769,10,0,14,4,843,5,18,0.74,15,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962771,148,Danilo,BR,DF,DF,Juventus,31,1991,92,62,61,23,8,52,73,71.2,21,39,20,19,47,139,114,1,1884,2225,84.7,36469,13783,701,778,90.1,914,998,91.6,249,392,63.5,3,2.4,1.3,+0.6,19,187,13,3,176,2015,202,56,4,18,18,0,0,0,0,8,19,2597,271,1054,1304,257,45,2597,23,7,30.4,9,39.1,6329,3479,26,1,22,9,1685,43,62,1.75,54,1,0,5,2,0,4,0.11,3,0,0,1,0,0,Serie A
7962772,149,Matteo Darmian,IT,DF,DF,Inter,32,1989,56,30,29,15,12,31,47,66.0,16,33,5,28,21,77,36,0,1190,1376,86.5,21419,7160,477,512,93.2,598,664,90.1,97,155,62.6,2,1.9,2.0,+0.1,19,68,18,10,88,1246,127,18,2,16,28,0,0,0,0,3,17,1564,94,580,754,241,23,1564,25,9,36.0,9,36.0,3627,1984,18,4,14,10,1087,96,39,1.73,33,4,0,0,1,1,4,0.18,3,0,0,0,1,0,Serie A
7962773,150,Paweł Dawidowicz,PL,DF,DF,Hellas Verona,27,1995,48,31,28,17,3,22,31,71.0,9,14,9,5,23,71,71,0,613,827,74.1,11131,4374,258,296,87.2,277,354,78.2,69,146,47.3,1,0.8,0.3,+0.2,5,47,2,0,60,756,70,31,1,1,13,0,0,0,0,1,11,1019,91,484,450,96,17,1019,8,1,12.5,4,50.0,2270,1282,13,1,8,4,498,17,16,0.88,13,1,0,1,0,1,1,0.06,0,0,0,1,0,0,Serie A
7962774,151,Charles De Ketelaere,BE,MF,FW,Milan,21,2001,26,12,7,14,5,13,30,43.3,17,14,2,12,4,30,9,0,299,383,78.1,4161,1234,183,225,81.3,95,110,86.4,11,16,68.8,1,2.0,1.8,-1.0,20,28,19,0,59,362,21,2,2,2,10,0,0,0,0,0,13,533,10,50,241,252,60,533,59,36,61.0,16,27.1,2178,1149,26,14,25,30,351,69,47,3.79,39,2,4,0,2,0,2,0.16,2,0,0,0,0,0,Serie A
7962775,152,Manuel De Luca,IT,FW,MF,Sampdoria,24,1998,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,8,62.5,66,1,3,5,60.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,5,2,14,0,0,,0,,52,7,0,0,2,2,14,4,1,2.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Serie A
7962776,153,Tommaso De Nipoti,IT,MF,MF,Atalanta,19,2003,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,3,5,60.0,85,20,1,2,50.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,6,0,0,5,2,1,6,1,1,100.0,0,0.0,24,23,1,0,0,0,3,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962777,154,Mattia De Sciglio,IT,DF,DF,Juventus,29,1992,14,7,8,3,3,9,14,64.3,5,9,3,6,4,18,20,0,450,569,79.1,8035,3019,189,227,83.3,213,252,84.5,44,75,58.7,0,0.5,0.4,-0.5,8,51,8,6,50,475,93,7,0,6,26,0,0,0,0,1,4,652,30,190,338,127,4,652,9,2,22.2,3,33.3,1610,755,12,0,8,7,406,40,15,1.30,14,0,0,0,1,0,1,0.09,1,0,0,0,0,0,Serie A
7962778,155,Lorenzo De Silvestri,IT,DF,DF,Bologna,34,1988,3,2,2,0,1,3,7,42.9,4,6,5,1,3,6,20,0,330,430,76.7,5002,2370,182,202,90.1,127,168,75.6,11,40,27.5,0,0.2,0.2,-0.2,6,29,4,1,31,352,78,6,1,1,7,0,0,0,0,0,6,484,27,172,237,81,7,484,4,2,50.0,1,25.0,1371,800,12,0,6,5,289,17,11,1.47,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962779,156,Koni De Winter,BE,DF,DF,Empoli,20,2002,14,9,11,3,0,5,13,38.5,8,14,12,2,6,20,65,0,424,494,85.8,7908,2790,166,181,91.7,226,249,90.8,31,58,53.4,0,0.2,0.1,-0.2,2,15,1,0,22,473,21,13,0,0,0,0,0,0,0,0,2,614,118,405,207,6,0,614,2,1,50.0,1,50.0,1854,819,1,0,8,3,370,0,5,0.44,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962780,157,Grégoire Defrel,MQ,FW,FW,Sassuolo,31,1991,9,7,5,2,2,4,13,30.8,9,11,0,11,2,11,5,0,211,250,84.4,2451,347,138,151,91.4,46,56,82.1,3,9,33.3,1,0.5,0.2,+0.5,9,12,1,0,10,219,31,0,1,1,1,2,1,0,0,0,5,362,7,34,175,159,34,362,21,7,33.3,14,66.7,1003,331,12,2,28,17,254,75,16,1.23,14,0,0,1,1,0,1,0.08,1,0,0,0,0,0,Serie A
7962781,158,Duccio Degl'Innocenti,IT,MF,MF,Empoli,19,2003,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,0,,10,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962782,159,Merih Demiral,TR,DF,DF,Atalanta,24,1998,41,29,30,11,0,26,36,72.2,10,24,7,17,24,65,57,1,560,653,85.8,10454,2949,204,225,90.7,293,330,88.8,54,85,63.5,0,0.5,0.5,-0.5,4,14,1,1,26,587,66,41,0,3,2,0,0,0,0,0,1,832,140,495,319,28,14,832,9,2,22.2,5,55.6,1662,564,5,1,6,2,374,4,4,0.23,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962783,160,Diego Demme,DE,MF,MF,Napoli,30,1991,1,0,1,0,0,0,4,0.0,4,2,0,2,0,1,1,0,181,191,94.8,3026,924,84,86,97.7,78,80,97.5,16,18,88.9,0,0.0,0.1,0.0,1,13,1,0,16,187,4,4,0,0,0,0,0,0,0,0,1,205,6,30,153,22,0,205,4,2,50.0,1,25.0,612,270,1,0,3,1,183,1,3,1.85,3,0,0,0,0,0,1,0.62,1,0,0,0,0,0,Serie A
7962784,161,Fabio Depaoli,IT,DF,DF,Hellas Verona,25,1997,48,28,25,16,7,25,44,56.8,19,32,6,26,18,66,33,3,440,685,64.2,8131,4636,178,231,77.1,203,293,69.3,51,116,44.0,2,1.2,1.3,+0.8,16,40,22,13,66,499,183,5,1,2,60,2,1,1,0,3,17,953,51,238,411,317,35,953,46,11,23.9,27,58.7,1989,972,14,4,38,18,422,76,43,1.78,27,9,1,0,5,1,4,0.17,3,1,0,0,0,0,Serie A
7962785,162,Fabio Depaoli,IT,DF,MF,Sampdoria,25,1997,5,3,2,3,0,3,4,75.0,1,1,0,1,1,6,4,0,74,95,77.9,1373,584,31,36,86.1,31,36,86.1,11,21,52.4,0,0.4,0.3,-0.4,4,6,4,4,10,75,20,1,1,0,8,0,0,0,0,0,1,117,6,28,56,34,3,117,7,3,42.9,2,28.6,347,184,3,0,2,1,70,6,6,3.97,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Serie A
7962786,163,Kastriot Dermaku,AL,DF,DF,Lecce,30,1992,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2,50.0,27,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962787,164,Cyriel Dessers,NG,FW,FW,Cremonese,27,1994,11,4,4,4,3,2,6,33.3,4,14,2,12,3,14,5,0,180,280,64.3,2509,437,107,153,69.9,58,81,71.6,7,14,50.0,1,1.6,1.5,-0.6,23,11,8,1,27,250,29,0,1,1,8,0,0,0,0,1,9,466,8,18,162,289,115,465,36,13,36.1,22,61.1,1302,530,10,24,61,21,340,110,44,2.49,28,2,5,5,3,1,2,0.11,1,0,1,0,0,0,Serie A
7962788,165,Sergiño Dest,US,DF,DF,Milan,21,2000,12,6,3,5,4,3,4,75.0,1,1,0,1,4,16,2,0,169,198,85.4,2535,793,95,102,93.1,65,73,89.0,5,12,41.7,0,0.3,0.2,-0.3,4,15,3,1,14,154,44,1,0,1,4,0,0,0,0,0,5,246,7,75,116,61,3,246,18,8,44.4,9,50.0,827,470,3,0,3,5,137,12,11,3.00,8,2,1,0,0,0,1,0.27,1,0,0,0,0,0,Serie A
7962789,166,Mattia Destro,IT,FW,MF,Empoli,31,1991,1,1,0,1,0,0,0,,0,2,0,2,1,2,5,0,44,79,55.7,518,127,32,45,71.1,6,19,31.6,3,5,60.0,0,0.4,0.3,-0.4,4,1,2,0,4,74,5,0,0,0,2,0,0,0,0,0,5,139,6,12,59,68,26,139,8,4,50.0,4,50.0,286,108,1,3,14,5,102,20,11,1.73,5,0,3,1,2,0,1,0.16,1,0,0,0,0,0,Serie A
7962790,167,Gerard Deulofeu,ES,FW,FW,Udinese,28,1994,8,5,5,1,2,5,15,33.3,10,8,1,7,2,10,1,0,443,588,75.3,6574,2331,260,294,88.4,139,181,76.8,27,64,42.2,6,4.4,4.0,+1.6,48,40,42,2,82,475,110,27,1,0,59,43,20,14,0,3,14,725,5,44,295,400,82,725,45,20,44.4,21,46.7,3177,2005,39,33,22,18,506,118,82,6.09,54,14,6,5,3,0,9,0.67,7,2,0,0,0,0,Serie A
7962791,168,Samuel Di Carmine,IT,FW,MF,Cremonese,33,1988,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,8,75.0,79,30,4,5,80.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,2,9,1,1,100.0,0,0.0,31,6,0,0,0,0,6,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962792,169,Federico Di Francesco,IT,FW,MF,Lecce,28,1994,28,16,7,11,10,9,19,47.4,10,16,0,16,8,36,14,0,340,511,66.5,4915,1626,191,230,83.0,105,156,67.3,22,63,34.9,2,2.7,2.2,-0.7,25,29,18,3,60,466,42,2,7,3,45,29,0,2,0,3,24,745,14,88,288,383,82,745,49,17,34.7,27,55.1,2745,1387,27,18,56,28,500,177,49,2.17,29,5,5,2,6,2,5,0.22,2,1,1,1,0,0,Serie A
7962793,170,Michele Di Gregorio,IT,GK,GK,Monza,25,1997,0,0,0,0,0,0,3,0.0,3,1,0,1,4,4,18,3,1151,1515,76.0,29670,19870,259,259,100.0,539,553,97.5,347,694,50.0,1,0.0,0.1,+1.0,1,16,1,0,0,1162,350,103,0,9,0,0,0,0,0,3,0,1607,1324,1600,7,0,0,1607,2,2,100.0,0,0.0,5309,3519,0,0,1,1,841,0,3,0.08,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Serie A
7962794,171,Giovanni Di Lorenzo,IT,DF,DF,Napoli,28,1993,60,29,33,19,8,25,49,51.0,24,30,9,21,30,90,60,0,2272,2687,84.6,36646,12660,1208,1303,92.7,847,971,87.2,165,259,63.7,4,4.7,4.4,-0.7,47,177,61,9,256,2311,366,58,5,25,88,2,0,0,0,10,61,2957,104,715,1476,788,94,2957,33,12,36.4,17,51.5,7948,4413,62,4,21,17,2119,182,111,3.07,93,5,1,6,3,3,13,0.36,13,0,0,0,0,0,Serie A
7962795,172,Ángel Di María,AR,FW,MF,Juventus,34,1988,10,5,3,5,2,3,19,15.8,16,15,0,15,7,17,0,0,487,675,72.1,9081,3166,220,251,87.6,181,233,77.7,74,141,52.5,4,4.5,4.1,-0.5,42,63,41,8,96,571,97,29,7,14,97,44,16,25,0,7,21,851,2,71,372,426,46,850,80,32,40.0,41,51.3,3838,1814,43,13,32,26,640,95,83,5.48,45,24,6,6,1,1,7,0.46,5,2,0,0,0,0,Serie A
7962796,173,Boulaye Dia,SN,FW,MF,Salernitana,25,1996,12,5,3,6,3,2,7,28.6,5,10,0,10,7,19,27,1,449,589,76.2,6689,1268,238,287,82.9,148,184,80.4,29,39,74.4,6,3.1,1.9,+2.9,35,31,16,2,50,566,20,0,2,7,6,0,0,0,0,3,30,885,31,113,427,364,75,884,88,35,39.8,39,44.3,4033,1545,47,13,71,61,673,140,64,2.29,53,0,3,5,3,0,9,0.32,8,0,1,0,0,0,Serie A
7962797,174,Brahim Díaz,ES,MF,FW,Milan,22,1999,32,15,5,22,5,5,15,33.3,10,11,0,11,7,39,6,0,575,719,80.0,8239,2469,329,375,87.7,193,231,83.5,26,46,56.5,7,5.6,3.4,+1.4,41,80,40,3,121,677,37,8,11,2,20,6,0,4,0,5,24,990,6,63,538,413,65,990,86,39,45.3,40,46.5,4623,2512,68,17,74,48,763,116,96,4.49,69,1,12,6,7,1,18,0.84,8,0,6,2,1,1,Serie A
7962798,175,Federico Dimarco,IT,DF,DF,Inter,24,1997,31,25,6,18,7,9,19,47.4,10,15,4,11,18,49,20,0,925,1257,73.6,17591,5969,392,448,87.5,377,472,79.9,129,268,48.1,3,6.9,5.5,-3.9,59,67,42,28,88,1035,220,39,0,21,207,60,16,36,0,2,21,1451,40,312,552,600,72,1451,20,5,25.0,13,65.0,3457,1846,29,6,18,11,955,189,103,4.48,64,29,1,5,3,1,8,0.35,6,0,1,1,0,0,Serie A
7962799,176,Koffi Djidji,CI,DF,DF,Torino,29,1992,50,25,32,17,1,18,32,56.3,14,29,14,15,34,84,72,0,1249,1441,86.7,22239,6388,504,543,92.8,617,672,91.8,101,171,59.1,0,0.1,0.3,-0.1,2,81,5,2,83,1408,30,15,1,10,13,0,0,0,0,3,20,1678,129,754,844,90,8,1678,5,4,80.0,1,20.0,3316,1486,10,0,7,6,1123,13,18,0.67,16,0,0,0,0,2,1,0.04,1,0,0,0,0,0,Serie A
7962800,177,Berat Djimsiti,AL,DF,DF,Atalanta,29,1993,34,19,21,13,0,17,25,68.0,8,17,7,10,36,70,74,1,953,1093,87.2,16622,5292,419,457,91.7,451,495,91.1,68,109,62.4,1,0.2,0.5,+0.8,4,48,2,0,45,1047,45,29,0,3,0,0,0,0,0,1,8,1294,140,647,587,64,15,1294,7,4,57.1,2,28.6,3099,1396,7,1,10,5,817,9,10,0.50,8,0,0,1,1,0,4,0.20,3,0,0,1,0,0,Serie A
7962801,178,Dodô,BR,DF,DF,Fiorentina,23,1998,40,22,20,14,6,22,46,47.8,24,26,2,24,25,65,37,0,1222,1504,81.3,21567,6692,535,596,89.8,548,657,83.4,117,191,61.3,3,2.2,2.0,+0.8,28,93,29,10,141,1272,229,21,2,8,61,0,0,0,0,3,28,1719,52,464,813,462,24,1719,62,34,54.8,21,33.9,6650,3625,58,7,35,15,1083,104,65,2.51,58,2,1,2,1,1,5,0.19,5,0,0,0,0,0,Serie A
7962802,179,Josh Doig,SCT,DF,DF,Hellas Verona,20,2002,19,8,6,7,6,6,16,37.5,10,25,6,19,11,30,13,1,360,534,67.4,6111,2875,181,220,82.3,141,207,68.1,32,70,45.7,3,1.2,1.3,+1.8,12,28,12,8,27,412,119,1,0,0,46,2,2,0,0,3,21,705,27,191,276,256,27,705,54,23,42.6,22,40.7,2325,1064,24,5,33,16,360,61,35,2.32,23,6,3,1,2,0,7,0.46,5,0,1,0,1,0,Serie A
7962803,180,Nicolás Domínguez,AR,MF,MF,Bologna,24,1998,79,49,34,33,12,39,76,51.3,37,29,3,26,21,100,29,1,1169,1420,82.3,18139,5084,618,693,89.2,408,483,84.5,85,130,65.4,2,2.9,2.8,-0.9,36,118,25,2,147,1335,73,43,19,14,19,0,0,0,0,12,25,1703,47,308,991,419,37,1703,37,23,62.2,12,32.4,3910,1802,41,5,50,21,1170,84,71,2.78,61,2,3,1,3,1,5,0.20,5,0,0,0,0,0,Serie A
7962804,181,Giulio Donati,IT,DF,DF,Monza,32,1990,4,1,1,1,2,3,6,50.0,3,3,1,2,4,8,11,0,273,321,85.0,5396,1868,94,104,90.4,143,159,89.9,33,46,71.7,0,0.1,0.1,-0.1,1,19,0,0,21,285,34,9,0,4,9,1,0,0,0,2,4,349,26,151,159,44,1,349,3,1,33.3,2,66.7,1022,462,6,0,3,1,259,8,4,0.85,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Serie A
7962805,182,Bartłomiej Drągowski,PL,GK,GK,Spezia,24,1997,1,0,1,0,0,1,5,20.0,4,0,0,0,1,2,15,3,808,1173,68.9,21748,14971,205,206,99.5,355,362,98.1,240,594,40.4,1,0.1,0.2,+0.9,1,22,3,0,0,889,282,86,0,3,0,0,0,0,0,2,1,1265,1027,1258,7,0,0,1265,0,0,,0,,4042,2471,0,0,0,0,646,0,7,0.21,6,1,0,0,0,0,2,0.06,2,0,0,0,0,0,Serie A
7962806,183,Ondrej Duda,SK,MF,MF,Hellas Verona,27,1994,22,14,7,12,3,9,16,56.3,7,11,0,11,13,35,8,0,323,433,74.6,5654,1659,148,177,83.6,128,154,83.1,35,64,54.7,0,0.3,0.5,-0.3,5,42,5,1,44,400,30,10,2,6,14,7,4,1,0,3,9,573,20,86,363,131,11,573,34,20,58.8,8,23.5,1850,701,14,0,14,17,302,22,20,1.69,13,1,1,2,2,1,2,0.17,1,0,0,1,0,0,Serie A
7962807,184,Denzel Dumfries,NL,DF,DF,Inter,26,1996,35,18,17,13,5,22,34,64.7,12,33,9,24,12,47,26,0,745,1004,74.2,12394,3688,358,416,86.1,313,409,76.5,56,111,50.5,4,4.9,3.9,-0.9,32,32,32,18,59,833,168,6,1,2,82,0,0,0,0,3,27,1263,42,266,551,467,99,1263,52,18,34.6,23,44.2,3940,1928,32,23,39,20,785,172,71,2.88,48,4,1,9,8,1,11,0.45,6,0,0,2,3,0,Serie A
7962808,185,Alfred Duncan,GH,MF,MF,Fiorentina,29,1993,18,10,0,17,1,10,21,47.6,11,9,0,9,8,26,6,0,421,540,78.0,7705,2400,173,198,87.4,183,217,84.3,49,88,55.7,0,0.6,0.7,-0.6,14,58,10,5,70,518,19,9,4,2,26,4,0,4,0,3,10,634,10,92,371,179,9,634,23,12,52.2,8,34.8,1705,786,16,4,17,14,434,30,39,3.17,32,2,1,2,1,1,5,0.41,3,0,1,1,0,0,Serie A
7962809,186,Paulo Dybala,AR,MF,FW,Roma,28,1993,14,4,1,8,5,8,26,30.8,18,12,1,11,8,22,4,0,650,833,78.0,11560,2954,340,384,88.5,189,235,80.4,100,149,67.1,6,6.9,4.5,-0.9,53,49,21,1,75,734,97,23,5,28,82,54,14,37,0,2,28,1089,2,85,542,478,78,1084,64,27,42.2,27,42.2,4141,1816,43,20,62,32,785,109,104,5.38,48,29,4,10,13,0,8,0.41,4,2,0,1,1,0,Serie A
7962810,187,Edin Džeko,BA,FW,FW,Inter,36,1986,3,2,0,3,0,0,4,0.0,4,15,1,14,3,6,25,0,364,528,68.9,5741,1417,195,253,77.1,122,173,70.5,30,55,54.5,3,3.2,3.3,-0.2,23,39,20,2,67,505,20,1,6,8,24,0,0,0,0,3,16,749,30,67,351,341,113,749,26,8,30.8,14,53.8,2047,726,12,15,48,16,587,150,61,3.16,47,0,1,12,1,0,11,0.57,7,0,1,3,0,0,Serie A
7962811,188,Festy Ebosele,IE,DF,DF,Udinese,19,2002,15,10,8,7,0,4,10,40.0,6,5,0,5,2,17,5,0,101,151,66.9,1691,748,52,64,81.3,39,56,69.6,9,17,52.9,1,0.9,0.5,+0.1,5,9,9,5,17,137,14,1,1,0,16,0,0,0,0,0,6,233,16,64,82,97,13,233,36,19,52.8,13,36.1,1242,644,18,6,17,9,125,22,11,2.41,8,0,2,0,0,1,2,0.44,2,0,0,0,0,0,Serie A
7962812,189,Enzo Ebosse,CM,DF,DF,Udinese,23,1999,15,9,11,4,0,9,13,69.2,4,27,6,21,11,26,29,0,453,557,81.3,8801,3202,179,201,89.1,203,240,84.6,65,102,63.7,0,0.0,0.1,0.0,1,43,4,1,51,479,77,17,0,11,15,1,0,0,0,1,3,667,51,292,306,72,0,667,7,4,57.1,1,14.3,1593,868,7,1,8,3,383,20,8,0.78,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Serie A
7962813,190,Tyronne Ebuehi,NG,DF,DF,Empoli,26,1995,22,14,11,7,4,9,13,69.2,4,23,12,11,12,34,79,1,688,881,78.1,11680,4092,301,347,86.7,316,380,83.2,54,102,52.9,4,1.9,1.1,+2.1,12,26,11,7,41,684,192,7,0,0,28,0,0,0,0,5,28,1089,105,452,437,210,28,1089,26,11,42.3,9,34.6,2977,1483,21,5,16,14,604,42,29,1.36,22,5,0,1,1,0,4,0.19,3,0,0,1,0,0,Serie A
7962814,191,Éderson,BR,MF,MF,Atalanta,23,1999,67,34,18,42,7,29,66,43.9,37,56,7,49,36,103,31,0,884,1091,81.0,15666,4516,374,434,86.2,378,436,86.7,97,133,72.9,1,2.3,2.1,-1.3,21,93,15,4,93,1061,28,19,1,20,15,4,2,0,0,2,28,1455,50,339,778,355,46,1455,66,37,56.1,24,36.4,4133,2027,35,11,48,30,964,62,55,2.23,37,1,7,7,1,2,5,0.20,3,0,1,0,1,0,Serie A
7962815,192,Kingsley Ehizibue,NL,DF,DF,Udinese,27,1995,47,31,28,13,6,29,45,64.4,16,21,3,18,10,57,42,1,412,565,72.9,6819,2543,191,230,83.0,169,216,78.2,38,68,55.9,0,0.9,1.1,-0.9,8,32,12,7,40,493,72,1,0,2,37,1,0,0,0,0,30,779,51,267,282,236,31,779,43,14,32.6,19,44.2,2323,1020,16,7,20,11,407,69,31,1.82,22,2,0,5,1,1,3,0.18,2,0,0,0,1,0,Serie A
7962816,193,Albin Ekdal,SE,MF,MF,Spezia,33,1989,37,20,14,20,3,19,45,42.2,26,24,2,22,26,63,36,0,606,782,77.5,8887,3150,334,401,83.3,214,260,82.3,27,60,45.0,2,1.6,0.9,+0.4,10,62,17,2,80,756,24,20,1,4,4,0,0,0,0,2,14,999,49,256,551,208,34,999,19,12,63.2,5,26.3,2381,929,24,2,32,17,566,35,35,1.82,26,0,1,4,2,2,1,0.05,1,0,0,0,0,0,Serie A
7962817,194,Emmanuel Ekong,SE,FW,MF,Empoli,20,2002,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,4,75.0,54,0,2,3,66.7,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,1,4,2,0,6,1,0,0.0,1,100.0,56,43,1,0,0,0,3,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
